summary_nr,Event Date,Abstract Text,Event Description,Event Keywords,con_end,Construction End Use,build_stor,Building Stories,proj_cost,Project Cost,proj_type,Project Type,Degree of Injury,nature_of_inj,Nature of Injury,part_of_body,Part of Body,event_type,Event type,evn_factor,Environmental Factor,hum_factor,Human Factor,task_assigned,Task Assigned,hazsub,fat_cause,fall_ht
220951354,4/20/2017,"On April 20, 2017, an employee was power washing garbage trucks. During work, some of the chemical concentrate used in the power washer came into contact with the employee's boots. The chemical leeched through his boots, causing the employee to sustain chemical burns to his feet and calves. ",EMPLOYEE SUSTAINS CHEMICAL BURNS DURING POWER WASHING,"CHEMICAL,BURN,FOOT,CHEMICAL BURN,LEG",0, ,0, ,0, ,0, ,Nonfatal,4,Chemical Burn,11,Feet,14,Other,9,Chemical Action/Reaction Expos,20,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,0,0,0
220955470,4/20/2017,"At 12:00 p.m. on April 20, 2017, an employee was working at a golf course. After driving a golf cart to the facility mailbox to retrieve the mail and returning to the office parking lot, the employee pulled forward into a parking space in anticipation of backing into a golf cart designated spot. During backing of the golf cart, the employee placed his left foot outside of the vehicle, which became caught between a cement curb and the golf cart.  The employee sustained multiple laceration to his left heel. ",EMPLOYEE INJURES FOOT WHILE OPERATING GOLF CART,"BACKING UP,LACERATION,CAUGHT BETWEEN,FOOT,GOLF CART",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,11,Feet,2,Caught in or between,18,Other,14,Other,2,Not Regularly Assigned,0,0,0
220949143,4/20/2017,"At 11:30 a.m. on April 20, 2017, an employee was climbing a fixed ladder to access a roof. He fell to the ground and sustained a head injury and broken leg. The employee was hospitalized and received treatment for his injuries. ",EMPLOYEE FALLS FROM LADDER AND INJURIES HIS HEAD AND LEG,"STRUCK AGAINST,FALL PROTECTION,FALL,FRACTURE,HEAD,LEG,LADDER",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",16,Left Leg,5,Fall (from elevation),17,"Weather, Earthquake, Etc.",14,Other,1,Regularly Assigned,0,0,0
220950257,4/20/2017,"At 11:00 a.m. on April 20, 2017, an employee was demolishing a concrete building by hand using a sledge hammer and hand tools.  The employee was pinned to the ground floor when the building became unstable, shifted, and one of the 500 lb concrete panels collapsed on top of his legs.  The employee fractured both legs and bled internally.   The employee was killed. ",EMPLOYEE IS CRUSHED BY FALLING BUILDING PANELS AND IS KILLED,"PINNED,DEMOLITION,FALLING OBJECT,CONCRETE PANEL,FRACTURE,LEG",C,Commercial building,1,1,A,"Under $50,000",D,Demolition,Fatal,21,Serious Fall/Strike,16,Left Leg,1,Struck-by,6,Overhead Moving/Falling Object Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220950752,4/20/2017,"At 11:00 a.m. on April 20, 2017, an employee was removing bolts from the rear link leveling system of a Timberjack Feller Buncher (model number: 608L) logging machine. Once thee bolts were completely removed, it caused the rear link, which was unsupported, to release. The swing platform dropped and struck the employee in the head. The employee sustained serious lacerations to his head and ear, and he was hospitalized. ",EMPLOYEE IS STRUCK IN HEAD BY LOGGING EQUIPMENT AND IS INJUR,"STRUCK BY,LACERATION,HEAD,LOGGING,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,13,Head,1,Struck-by,6,Overhead Moving/Falling Object Action,20,Insufficient /Lack/Protective Work Clothing/Equipment,1,Regularly Assigned,0,0,0
220951602,4/20/2017,"At 10:00 a.m. on April 20, 2017, an employee was tasked with replacing a bolt on a pneumatic cylinder of a Sutton press. Without implementing lockout/tagout procedures, the employee began replacement of the bolt. However, the equipment cycled and his right thumb was struck by the ram of the press. His thumb was amputated as a result. ",EMPLOYEE'S THUMB IS AMPUTATED DURING REPAIR OF PRESS,"THUMB,LOCKOUT/TAGOUT,MACHINE GUARDING,AMPUTATED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0,0
220953004,4/20/2017,"At 10:15 p.m. on April 20, 2017, an employee was visually inspecting a gauge of a diaphragm pump that was located on the backside of the powder coating booth. The pump was being used to move recycled powder from the bottom of the powder coating booth to a fluidized bed, which the gauge was located between the suction and return hoses of the diaphragm pump.  During inspection, the return hose of the pump came loose and struck the employee in his left eye, resulting in a severe laceration. The incident investigation reported that the employee was wearing safety glasses at the time of the incident. ",EMPLOYEE'S EYE IS STRUCK BY HOSE AND SUSTAINS SEVERE LACERAT,"STRUCK BY,HOSE,LACERATION,AIR PRESSURE,EQUIPMENT FAILURE,EYE",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,8,Right Eye,1,Struck-by,5,Flying Object Action,14,Other,1,Regularly Assigned,0,0,0
220978449,4/20/2017,"At 10:30 a.m. on April 20, 2017, an employee was working  in a grocery store specializing in latin food items. He was working in the meat department to assist customers in fulfilling meat orders. As the employee was using a meat band saw to cut a section of meat into smaller pieces. His middle finger on his right hand contacted the saw blade and his  finger was amputated. The incident investigation revealed that appropriate guarding was not in place. ",EMPLOYEE'S FINGER IS AMPUTATED DURING USE OF MEAT BAND SAW,"AMPUTATED,BANDSAW,FINGER,GUARD,MACHINE GUARDING,BLADE",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,14,Other,3,Shear Point Action,9,Safety Devices Removed/Inoperable,1,Regularly Assigned,0,0,0
220949234,4/20/2017,"At 9:30 a.m. on April 20, 2017, an employee was performing housekeeping around the exterior area where the wall flashing had been removed from the house. The employee was struck by the upper concrete wall that became unstable and fell, striking the employee on the hip and broke several bones.  The site supervisor contacted emergency personnel who transported the employee to the hospital where he stayed for approximately two and a half months in recovery. Later, the employee developed a septic infection and died. ","EMPLOYEE IS INJURED WHEN STRUCK BY FALLING WALL, LATER DIES ","STRUCK BY,DEMOLITION,FRACTURE,INFECTION,HIP,FALLING OBJECT,WALL",Q,Contractor's yard/facility,1,1,B,"$50,000 to $250,000",D,Demolition,Fatal,12,"Fracture, Broken Bones",16,Left Leg,1,Struck-by,6,Overhead Moving/Falling Object Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,26,0
220950059,4/20/2017,"At 9:30 a.m. on April 20, 2017, and employee was doing masonry work on a chimney.  The employee came in contact with a 23 KV overhead electrical line and was electrocuted. ",EMPLOYEE TOUCHES OVERHEAD ELECTRICAL LINE AND IS ELECTROCUTE,"ELECTRICAL,OVERHEAD POWER LINE,ELECTROCUTED",A,Single family or duplex dwelling,3,3,A,"Under $50,000",C,Maintenance or repair,Fatal,10,Electrocution,4,Whole Body,13,Shock,13,Work-Surface/Facility-Layout Condition,17,Insufficient /Lack/Engineering Controls,1,Regularly Assigned,0,0,0
220950323,4/20/2017,"At 9:00 a.m. on April 20, 2017, an employee had just relieved a coworker during a break and was working to clear a pallet that had become jammed at palletizer #6. During removal, the machine cycled and pinned the employee's left ring finger between the frame and the pallet. The tip of his ring finger was amputated. ",EMPLOYEE'S FINGER TIP IS AMPUTATED DURING REMOVAL OF JAMMED ,"CAUGHT BETWEEN,JAMMED,AMPUTATION,LOCKOUT/TAGOUT,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0,0
220950737,4/20/2017,"At 9:30 a.m. on April 20, 2017, an employee was operating a Hendrick Panel Saw machine. As he removed plastic material that had become stuck in the saw, the glove on his left hand became caught in the running blade of the machine. The employee's left middle finger sustained a partial amputation. ","EMPLOYEE'S GLOVED HAND IS PULLED INTO PANEL SAW MACHINE, AMP","CAUGHT IN,SAW,FINGER,AMPUTATION",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220951271,4/20/2017,"At 9:15 p.m. on April 20, 2017, an employee was lubricating a chain and sprocket drive on a conveyor system. As the employee used a rag to wipe lubricant overspray from the conveyor frame that was behind the chain and sprocket drive, the thumb on one of his hands got caught in the drive mechanism and his thumb was amputated. ",EMPLOYEE AMPUTATES THUMB DURING MAINTENANCE OF CONVEYOR,"SPROCKET,CHAIN,CAUGHT BY,AMPUTATED,THUMB,CONVEYOR,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0,0
220951727,4/20/2017,"At 9:45 p.m. on April 20, 2017, an employee was unloading a rail car. During unloading, the employee observed a buildup of urea product under one of the cars. As the employee stuck his right leg under the car to break up the chunks of material, he slipped. The employees right foot and leg slid between the guard of the of an auger, resulting in their amputation. ",EMPLOYEE SLIPS DURING UNLOADING OF A RAIL CAR AND AMPUTATES ,"CAUGHT IN,AMPUTATION,LEG,SLIP,FOOT,SLIPPERY SURFACE",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",16,Left Leg,2,Caught in or between,18,Other,14,Other,1,Regularly Assigned,0,0,0
220951792,4/20/2017,"At 9:30 a.m. on April 20, 2017, the employee was operating an EXPFN2. After experiencing a jam in the equipment for over 30 minutes, the employee turned off the machine and alerted his supervisor. Once the supervisor came over to the machine, the employee turned the equipment back on. Within a few seconds, the machine jammed again. The employee flicked the jammed marker, which resulted in the piston actuating and pinching the tip of one of his fingers between the piston and the conveyor, causing its amputation. ",EMPLOYEE AMPUTATES FINGER WHEN CRUSHED BETWEEN A MACHINE'S P,"PISTON,CRUSHED,AMPUTATION,FINGER,CONVEYOR,CAUGHT BETWEEN",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,13,Lockout/Tagout Procedure Malfunction,1,Regularly Assigned,0,0,0
220953814,4/20/2017,"At 9:00 a.m. on April 20, 2017, an employee was operating a bone-in saw to cut meat. During cutting, his left hand slipped and his left index finger contacted the saw blade, resulting in its amputation. The employee was taken to a local medical facility for treatment and was released the same day. ",EMPLOYEE'S HAND CONTACTS BONE-IN SAW BLADE AND AMPUTATES FIN,"STRUCK BY,FINGER,FOOD PREPARATION,AMPUTATION",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,1,Struck-by,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220951081,4/20/2017,"At 8:00 a.m. on April 20, 2017, an employee was operating a Bridgeport Series 2 milling machine to manually ream out approximately five eights inch holes that were previously cut with a laser machine. As the employee held one of the stainless steel pieces, measuring approximately 8 inches by 4 inches, on the mill table and began to lower the reaming tool into the hole. The employee's left arm was pulled in and around the unguarded rotating chuck and reaming tool. The employee was hospitalized and received treatment for a broken left forearm. ",EMPLOYEE'S FOREARM IS BROKEN DURING MILLING OPERATION,"CAUGHT IN,ARM,FRACTURE,DRILL",0, ,0, ,0, ,0, ,Nonfatal,3,"Bruising, Contusion",12,Hand,2,Caught in or between,2,Catch Point/Puncture Action,17,Insufficient /Lack/Engineering Controls,1,Regularly Assigned,0,0,0
220952345,4/20/2017,"At 8:00 a.m. on April 20, 2017, an employee was using a Webb mill to fly cut a part. After completing the cut on the part, he left the machine running and temporarily walked away. As he returned to check on the product as to whether it was the correct thickness, the glove on his left hand came in contact with the rotating drill bit and the tip of his index finger was amputated. ",EMPLOYEE'S HAND CONTACTS DRILL BIT OF MILL AND AMPUTATES TIP,"CAUGHT IN,AMPUTATED,DRILL,AMPUTATION,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,3,Shear Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220954481,4/20/2017,"At 8:50 a.m. on April 20, 2017, an employee was spooling drip tape, twine, and hose material from a row of berries with a plastic tarp roller, attached hydraulically to the back end of a tractor.  The employees foot was caught in the materials being spooled and was pulled in against the spool.  The material continued to wrap for several revolutions around the spool and employee struck his head and torso against the ground.  The employee became wedged between the spool rim and the ground and was pronounced dead at the accident scene. ",EMPLOYEE IS PULLED AGAINST SPOOL AND IS KILLED,"CAUGHT IN,MACHINE GUARDING,CRUSHING,TORSO,AGRICULTURE MACHINERY/VEHICLE,HEAD,STRUCK BY",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,20,Neck,2,Caught in or between,18,Other,10,Position Inappropriate For Task,1,Regularly Assigned,0,0,0
220951107,4/20/2017,"At 7:20 a.m. on April 20, 2017, an employee was guiding the movement of a steel work platform by forklift. As the employee was walking beside the steel work platform being moved by the forklift, which was traveling backwards, the platform became entangled with nearby pallets of products. The work platform fell from the tines of the forklift and struck the employee. The employee sustained dislocated arms and multiple contusions, which he was hospitalized and received treatment. ",EMPLOYEE IS INJURED BY FALLING A STEEL PLATFORM,"CRUSHING,STRUCK BY,FALLING OBJECT,POWERED INDUSTRIAL VEHICLE,MATERIAL HANDLING,ELEVATED WORK PLATFORM",0, ,0, ,0, ,0, ,Nonfatal,9,Dislocation,22,Multiple,1,Struck-by,8,Materials Handling Equip./Method,14,Other,2,Not Regularly Assigned,0,0,0
220950281,4/20/2017,"At 6:15 a.m. on April 20, 2017, an employee was transferring hot water wash from one tank to another, when he was splashed with the water. The water measured between 140 degrees and 150 degrees Fahrenheit and he was burned. The employee was hospitalized and received treatment for his injuries. ",EMPLOYEE IS BURNED BY HOT WATER DURING TANK TRANSFER,"SPILL,HOT WATER,HOT WATER TANK,BURN",0, ,0, ,0, ,0, ,Nonfatal,5,Fire Burn,13,Head,14,Other,11,Temperature +/- Tolerance Lev.,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220957518,4/20/2017,"At 3:45 p.m. on April 20, 2017, an employee was rolling a channel over to punch holes, when one of the employee's fingers was smashed. The employee's finger was amputated, which he was hospitalized and received treatment. ",EMPLOYEE SMASHES AND AMPUTATES FINGER,"CRUSHED,AMPUTATION,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220949655,4/20/2017,"At 2:20 p.m. on April 20, 2017, an employee was operating a mechanical power press. As he was sending parts through the press, which was set to run at single-stroke, the machine switched to continuous mode. The employee was unaware of the frequency change, and amputated two fingers on his right hand while removing a part. ",EMPLOYEE AMPUTATES TWO FINGERS WHILE OPERATING MECHANICAL PO,"POWER PRESS,CAUGHT IN,CRUSHING,AMPUTATION,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,18,Other,14,Other,1,Regularly Assigned,0,0,0
